antecedents,consequents,support,confidence,lift
"fruits, soap",waffles,0.079,0.5325,1.3509
"waffles, individual meals",lunch meat,0.0834,0.5337,1.3509
"toilet paper, flour",soap,0.0729,0.5123,1.3508
"beef, laundry detergent",sandwich bags,0.0702,0.4969,1.3507
"cheeses, shampoo",laundry detergent,0.0808,0.5111,1.3507
"ketchup, hand soap",beef,0.0702,0.5063,1.3506
"fruits, pork",bagels,0.0667,0.5205,1.3506
"yogurt, pork",juice,0.0773,0.5087,1.3505
"coffee/tea, aluminum foil",yogurt,0.0825,0.5193,1.3505
"milk, mixes",aluminum foil,0.0825,0.5193,1.3505
"pasta, individual meals",hand soap,0.0685,0.4671,1.3502
"cereals, beef",paper towels,0.0825,0.4896,1.3502
"cheeses, flour",soda,0.0843,0.5275,1.3501
"paper towels, shampoo",juice,0.079,0.5085,1.35
"beef, shampoo",pork,0.0737,0.48,1.3499
"dishwashing liquid/detergent, sandwich loaves",lunch meat,0.0702,0.5333,1.3499
"all- purpose, individual meals",sandwich loaves,0.0658,0.4717,1.3499
"paper towels, fruits",ice cream,0.0808,0.538,1.3498
"toilet paper, shampoo",juice,0.0799,0.5084,1.3498
"paper towels, individual meals",sandwich loaves,0.0729,0.4716,1.3496
"fruits, ice cream",paper towels,0.0808,0.4894,1.3496
"beef, lunch meat",fruits,0.079,0.5,1.3495
"cereals, beef",fruits,0.0843,0.5,1.3495
"yogurt, dishwashing liquid/detergent",fruits,0.079,0.5,1.3495
"ice cream, beef",fruits,0.0808,0.5,1.3495
"coffee/tea, aluminum foil",juice,0.0808,0.5083,1.3495
"dishwashing liquid/detergent, poultry",mixes,0.0948,0.507,1.3493
"cereals, laundry detergent",milk,0.0869,0.513,1.3493
"yogurt, coffee/tea",juice,0.0817,0.5082,1.3493
"bagels, eggs",dishwashing liquid/detergent,0.0878,0.5236,1.3492
"waffles, juice",toilet paper,0.0852,0.5105,1.3492
"yogurt, ketchup",all- purpose,0.0773,0.5057,1.3491
"shampoo, pork",dinner rolls,0.0746,0.5247,1.349
"poultry, pasta",paper towels,0.079,0.4891,1.349
"cereals, pasta",paper towels,0.079,0.4891,1.349
"waffles, sandwich loaves",lunch meat,0.0781,0.5329,1.3489
"milk, sandwich loaves",spaghetti sauce,0.0676,0.5033,1.3488
"waffles, laundry detergent",all- purpose,0.079,0.5056,1.3487
"toilet paper, hand soap",milk,0.0711,0.5127,1.3485
"paper towels, juice",shampoo,0.079,0.4972,1.3485
"bagels, dinner rolls",shampoo,0.0773,0.4972,1.3483
"laundry detergent, juice",shampoo,0.0773,0.4972,1.3483
"poultry, laundry detergent",milk,0.0896,0.5126,1.3483
"waffles, hand soap",spaghetti sauce,0.072,0.5031,1.3482
"cereals, juice",paper towels,0.0764,0.4888,1.3479
"ketchup, flour",cheeses,0.0781,0.5266,1.3479
"sugar, individual meals",lunch meat,0.079,0.5325,1.3479
"sandwich bags, ice cream",soap,0.0799,0.5112,1.3479
"toilet paper, dinner rolls",spaghetti sauce,0.0755,0.5029,1.3478
"paper towels, lunch meat",ice cream,0.0887,0.5372,1.3478
"sugar, flour",yogurt,0.0746,0.5183,1.3478
"sugar, sandwich loaves",individual meals,0.0694,0.5064,1.3477
"soda, ketchup",soap,0.0808,0.5111,1.3476
"cheeses, sandwich loaves",spaghetti sauce,0.0781,0.5028,1.3476
"yogurt, poultry",sandwich loaves,0.0852,0.4709,1.3476
"soda, juice",spaghetti sauce,0.079,0.5028,1.3475
"sugar, aluminum foil",ice cream,0.0764,0.537,1.3473
"bagels, juice",spaghetti sauce,0.0817,0.5027,1.3472
"sandwich bags, eggs",yogurt,0.0755,0.5181,1.3472
"fruits, juice",shampoo,0.0676,0.4968,1.3472
"waffles, ketchup",soap,0.0825,0.5109,1.3469
"waffles, ketchup",coffee/tea,0.0825,0.5109,1.3469
"shampoo, pasta",paper towels,0.0737,0.4884,1.3469
"mixes, individual meals",sandwich loaves,0.0702,0.4706,1.3467
"toilet paper, soap",sandwich loaves,0.0773,0.4706,1.3467
"all- purpose, sandwich loaves",flour,0.0676,0.4753,1.3467
"mixes, juice",yogurt,0.0764,0.5179,1.3467
"mixes, juice",aluminum foil,0.0764,0.5179,1.3467
"poultry, sandwich loaves",soap,0.0834,0.5108,1.3466
"soap, sandwich loaves",ketchup,0.079,0.5,1.3463
"toilet paper, mixes",aluminum foil,0.0773,0.5176,1.3461
"sandwich bags, aluminum foil",mixes,0.0764,0.5058,1.3461
"sugar, laundry detergent",dinner rolls,0.0781,0.5235,1.346
"aluminum foil, individual meals",sandwich loaves,0.0764,0.4703,1.3458
"tortillas, juice",pork,0.0685,0.4785,1.3458
"sandwich bags, all- purpose",pork,0.0685,0.4785,1.3458
"laundry detergent, shampoo",cheeses,0.0808,0.5257,1.3456
"sandwich bags, aluminum foil",yogurt,0.0781,0.5174,1.3456
"dishwashing liquid/detergent, juice",milk,0.0781,0.5115,1.3455
"ice cream, sandwich loaves",individual meals,0.0799,0.5056,1.3454
"sandwich loaves, juice",toilet paper,0.0737,0.5091,1.3454
"spaghetti sauce, flour",dinner rolls,0.0694,0.5232,1.3451
"laundry detergent, mixes",dishwashing liquid/detergent,0.0834,0.522,1.3451
"waffles, bagels",dishwashing liquid/detergent,0.0834,0.522,1.3451
"bagels, dinner rolls",tortillas,0.0773,0.4972,1.3451
"sandwich bags, dishwashing liquid/detergent",tortillas,0.0764,0.4971,1.345
"poultry, shampoo",dinner rolls,0.0896,0.5231,1.3449
"poultry, ketchup",sandwich bags,0.0817,0.4947,1.3447
"spaghetti sauce, butter",laundry detergent,0.0764,0.5088,1.3445
"paper towels, juice",ice cream,0.0852,0.5359,1.3445
"poultry, mixes",dishwashing liquid/detergent,0.0948,0.5217,1.3445
"paper towels, milk",dishwashing liquid/detergent,0.0843,0.5217,1.3445
"waffles, ketchup",sandwich bags,0.0799,0.4946,1.3444
"cereals, eggs",paper towels,0.0852,0.4874,1.3443
"cheeses, butter",sandwich bags,0.079,0.4945,1.3443
"coffee/tea, juice",aluminum foil,0.0808,0.5169,1.3441
"all- purpose, dinner rolls",laundry detergent,0.079,0.5085,1.3437
"sandwich bags, individual meals",sandwich loaves,0.0676,0.4695,1.3437
"dishwashing liquid/detergent, laundry detergent",milk,0.0834,0.5108,1.3435
"flour, juice",pork,0.0658,0.4777,1.3435
"sandwich bags, waffles",cheeses,0.0834,0.5249,1.3434
"waffles, flour",dishwashing liquid/detergent,0.0755,0.5212,1.3431
"bagels, dishwashing liquid/detergent",eggs,0.0878,0.5236,1.3431
"mixes, individual meals",bagels,0.0773,0.5176,1.3431
"tortillas, pork",sandwich bags,0.0729,0.494,1.343
"sugar, mixes",dinner rolls,0.072,0.5223,1.3429
"yogurt, sandwich loaves",juice,0.0773,0.5057,1.3428
"lunch meat, mixes",poultry,0.0869,0.5657,1.3424
"hand soap, dinner rolls",poultry,0.0869,0.5657,1.3424
"spaghetti sauce, mixes",juice,0.0799,0.5056,1.3423
"soda, mixes",flour,0.0711,0.4737,1.3421
"paper towels, aluminum foil",juice,0.0808,0.5055,1.3421
"shampoo, lunch meat",juice,0.0808,0.5055,1.3421
"soap, ketchup",paper towels,0.0799,0.4866,1.3421
"spaghetti sauce, pasta",dinner rolls,0.0834,0.522,1.3421
"individual meals, juice",sandwich loaves,0.0729,0.4689,1.342
"spaghetti sauce, laundry detergent",juice,0.0817,0.5054,1.3419
"ketchup, mixes",aluminum foil,0.0852,0.516,1.3417
"eggs, juice",yogurt,0.0852,0.516,1.3417
"paper towels, pasta",ice cream,0.0878,0.5348,1.3416
"dishwashing liquid/detergent, pasta",dinner rolls,0.0843,0.5217,1.3414
"aluminum foil, sandwich loaves",soap,0.0764,0.5088,1.3414
"paper towels, beef",cereals,0.0825,0.5311,1.3412
"mixes, flour",dishwashing liquid/detergent,0.0781,0.5205,1.3412
"fruits, sandwich loaves",ice cream,0.0746,0.5346,1.3412
"waffles, pork",coffee/tea,0.0773,0.5087,1.3411
"beef, tortillas",fruits,0.0702,0.4969,1.3411
"fruits, sandwich loaves",yogurt,0.072,0.5157,1.3411
"paper towels, poultry",all- purpose,0.0799,0.5028,1.3411
"cereals, paper towels",beef,0.0825,0.5027,1.3409
"sugar, beef",poultry,0.0878,0.565,1.3406
"all- purpose, dinner rolls",poultry,0.0878,0.565,1.3406
"aluminum foil, juice",spaghetti sauce,0.086,0.5,1.34
"soda, laundry detergent",spaghetti sauce,0.0817,0.5,1.34
"soap, laundry detergent",spaghetti sauce,0.0773,0.5,1.34
"butter, juice",spaghetti sauce,0.0737,0.5,1.34
"sugar, butter",eggs,0.072,0.5223,1.3398
"yogurt, lunch meat",flour,0.0764,0.4728,1.3397
"coffee/tea, juice",waffles,0.0825,0.5281,1.3396
"waffles, eggs",soda,0.0887,0.5233,1.3395
"mixes, pork",dishwashing liquid/detergent,0.0808,0.5198,1.3394
"sugar, juice",poultry,0.0808,0.5644,1.3393
"tortillas, shampoo",mixes,0.0676,0.5033,1.3393
"soap, flour",soda,0.079,0.5233,1.3393
"milk, pasta",soda,0.079,0.5233,1.3393
"beef, coffee/tea",waffles,0.0746,0.528,1.3393
"mixes, juice",pork,0.0702,0.4762,1.3392
"spaghetti sauce, flour",cheeses,0.0694,0.5232,1.3391
"milk, all- purpose",paper towels,0.0737,0.4855,1.3391
"shampoo, individual meals",paper towels,0.0737,0.4855,1.3391
"butter, hand soap",laundry detergent,0.0667,0.5067,1.339
"sandwich bags, sugar",laundry detergent,0.0667,0.5067,1.339
"juice, dinner rolls",poultry,0.0887,0.5642,1.3389
"cheeses, aluminum foil",ice cream,0.0904,0.5337,1.3389
"paper towels, poultry",pasta,0.079,0.4972,1.3389
"beef, juice",ketchup,0.0773,0.4972,1.3387
"sandwich loaves, juice",individual meals,0.0729,0.503,1.3387
"cheeses, tortillas",mixes,0.0729,0.503,1.3387
"sandwich bags, dinner rolls",cheeses,0.0799,0.523,1.3386
"bagels, coffee/tea",ketchup,0.0755,0.4971,1.3386
"sandwich bags, ketchup",pork,0.0781,0.4759,1.3385
"sandwich bags, paper towels",ketchup,0.0746,0.4971,1.3385
"paper towels, milk",eggs,0.0843,0.5217,1.3384
"coffee/tea, mixes",ketchup,0.0737,0.497,1.3384
"poultry, soda",soap,0.0878,0.5076,1.3384
"milk, sandwich loaves",soda,0.0702,0.5229,1.3383
"sandwich bags, juice",ketchup,0.0729,0.497,1.3383
"aluminum foil, sandwich loaves",yogurt,0.0773,0.5146,1.3382
"pasta, dinner rolls",soda,0.0904,0.5228,1.3382
"waffles, ice cream",soda,0.0904,0.5228,1.3382
"hand soap, dinner rolls",mixes,0.0773,0.5029,1.3382
"cheeses, bagels",sandwich bags,0.0825,0.4921,1.3378
"paper towels, yogurt",aluminum foil,0.0781,0.5145,1.3378
"sugar, individual meals",sandwich loaves,0.0694,0.4675,1.3378
"sandwich bags, milk",tortillas,0.0781,0.4944,1.3377
"soda, sandwich loaves",flour,0.0667,0.472,1.3375
"sandwich bags, individual meals",laundry detergent,0.0729,0.5061,1.3375
"ice cream, mixes",aluminum foil,0.079,0.5143,1.3374
"waffles, laundry detergent",soda,0.0817,0.5225,1.3373
"butter, all- purpose",laundry detergent,0.0746,0.506,1.3371
"toilet paper, mixes",cereals,0.079,0.5294,1.337
"paper towels, shampoo",aluminum foil,0.0799,0.5141,1.337
"cheeses, laundry detergent",sandwich bags,0.079,0.4918,1.3369
"cheeses, lunch meat",butter,0.079,0.4918,1.3369
"soap, spaghetti sauce",sandwich bags,0.079,0.4918,1.3369
"dishwashing liquid/detergent, soda",eggs,0.0869,0.5211,1.3367
"aluminum foil, pasta",yogurt,0.0808,0.514,1.3365
"poultry, soda",sugar,0.0834,0.4822,1.3364
"spaghetti sauce, flour",juice,0.0667,0.5033,1.3363
"soda, tortillas",sandwich bags,0.0764,0.4915,1.3362
"paper towels, eggs",milk,0.0843,0.5079,1.3361
"cereals, ice cream",milk,0.0843,0.5079,1.3361
"soap, pasta",soda,0.0834,0.522,1.336
"bagels, lunch meat",toilet paper,0.0799,0.5056,1.336
"sandwich bags, cereals",laundry detergent,0.0799,0.5056,1.336
"shampoo, hand soap",juice,0.0694,0.5032,1.336
"poultry, flour",dinner rolls,0.0817,0.5196,1.3358
"yogurt, coffee/tea",aluminum foil,0.0825,0.5137,1.3358
"yogurt, juice",shampoo,0.0869,0.4925,1.3357
"soap, pork",juice,0.0729,0.503,1.3356
"soap, ice cream",paper towels,0.0808,0.4842,1.3354
"beef, pork",sandwich bags,0.0737,0.4912,1.3353
"paper towels, yogurt",juice,0.0764,0.5029,1.3352
"dishwashing liquid/detergent, soda",waffles,0.0878,0.5263,1.3351
"laundry detergent, shampoo",juice,0.0773,0.5029,1.3351
"soda, pork",sandwich bags,0.0729,0.4911,1.3351
"paper towels, flour",coffee/tea,0.0702,0.5063,1.335
"aluminum foil, juice",toilet paper,0.0869,0.5051,1.3348
"spaghetti sauce, eggs",soda,0.0852,0.5215,1.3348
"laundry detergent, aluminum foil",juice,0.0808,0.5027,1.3348
"yogurt, bagels",juice,0.0817,0.5027,1.3347
"coffee/tea, ketchup",juice,0.0825,0.5027,1.3346
"fruits, individual meals",lunch meat,0.0764,0.5273,1.3346
"pasta, lunch meat",coffee/tea,0.072,0.5062,1.3346
"bagels, pasta",eggs,0.079,0.5202,1.3346
"hand soap, pork",tortillas,0.0641,0.4932,1.3345
"milk, ketchup",sandwich loaves,0.0729,0.4663,1.3344
"tortillas, juice",sandwich loaves,0.0667,0.4663,1.3343
"poultry, shampoo",juice,0.086,0.5026,1.3343
"cheeses, coffee/tea",yogurt,0.086,0.5131,1.3343
"ice cream, beef",paper towels,0.0781,0.4837,1.334
"dishwashing liquid/detergent, pasta",paper towels,0.0781,0.4837,1.334
"lunch meat, dinner rolls",poultry,0.0913,0.5622,1.334
"sugar, aluminum foil",beef,0.0711,0.5,1.3337
"shampoo, lunch meat",beef,0.0799,0.5,1.3337
"cheeses, poultry",sandwich loaves,0.0843,0.466,1.3337
"pasta, all- purpose",paper towels,0.0773,0.4835,1.3335
"poultry, lunch meat",sugar,0.0896,0.4811,1.3334
"paper towels, eggs",dinner rolls,0.086,0.5185,1.3332
"beef, tortillas",sandwich loaves,0.0658,0.4658,1.3331
"beef, coffee/tea",sandwich loaves,0.0658,0.4658,1.3331
"dishwashing liquid/detergent, aluminum foil",bagels,0.0817,0.5138,1.3331
"milk, eggs",soda,0.0878,0.5208,1.3331
"milk, dinner rolls",poultry,0.0878,0.5618,1.3331
"ketchup, pasta",soap,0.079,0.5056,1.3331
"bagels, lunch meat",paper towels,0.0764,0.4833,1.333
"ketchup, dinner rolls",coffee/tea,0.0799,0.5056,1.3329
"fruits, beef",spaghetti sauce,0.0825,0.4974,1.3329
"bagels, soda",eggs,0.0817,0.5196,1.3328
"aluminum foil, mixes",ketchup,0.0852,0.4949,1.3326
"sandwich bags, soap",spaghetti sauce,0.079,0.4972,1.3326
"mixes, dinner rolls",flour,0.0764,0.4703,1.3324
"spaghetti sauce, sandwich loaves",cheeses,0.0781,0.5205,1.3322
"cheeses, juice",shampoo,0.0737,0.4912,1.3322
"beef, pork",shampoo,0.0737,0.4912,1.3322
"aluminum foil, hand soap",milk,0.0702,0.5063,1.3319
"milk, individual meals",spaghetti sauce,0.072,0.497,1.3319
"pork, dinner rolls",spaghetti sauce,0.0711,0.4969,1.3318
"lunch meat, individual meals",sandwich loaves,0.0825,0.4653,1.3317
"soap, pasta",ketchup,0.079,0.4945,1.3315
"bagels, hand soap",fruits,0.065,0.4933,1.3315
"soda, coffee/tea",waffles,0.0834,0.5249,1.3314
"sugar, dishwashing liquid/detergent",lunch meat,0.0799,0.526,1.3314
"waffles, soda",soap,0.0896,0.505,1.3313
"yogurt, ice cream",pasta,0.0773,0.4944,1.3312
"paper towels, all- purpose",pasta,0.0773,0.4944,1.3312
"paper towels, waffles",pasta,0.0773,0.4944,1.3312
"eggs, individual meals",soda,0.0799,0.52,1.331
"laundry detergent, pasta",soda,0.0799,0.52,1.331
"cereals, paper towels",eggs,0.0852,0.5187,1.3307
"eggs, individual meals",lunch meat,0.0808,0.5257,1.3306
"poultry, ketchup",mixes,0.0825,0.5,1.3306
"cereals, hand soap",mixes,0.0694,0.5,1.3306
"toilet paper, dishwashing liquid/detergent",mixes,0.0764,0.5,1.3306
"milk, dishwashing liquid/detergent",mixes,0.0852,0.5,1.3306
"butter, hand soap",mixes,0.0658,0.5,1.3306
"aluminum foil, hand soap",mixes,0.0694,0.5,1.3306
"butter, aluminum foil",mixes,0.0737,0.5,1.3306
"dishwashing liquid/detergent, soda",mixes,0.0834,0.5,1.3306
"soda, lunch meat",individual meals,0.0799,0.5,1.3306
"cheeses, shampoo",mixes,0.079,0.5,1.3306
"poultry, hand soap",mixes,0.0773,0.5,1.3306
"paper towels, tortillas",mixes,0.0711,0.5,1.3306
"tortillas, pork",mixes,0.0737,0.5,1.3306
"sandwich bags, hand soap",mixes,0.0694,0.5,1.3306
"coffee/tea, aluminum foil",flour,0.0746,0.4696,1.3306
"sugar, yogurt",flour,0.0746,0.4696,1.3306
"dishwashing liquid/detergent, eggs",bagels,0.0878,0.5128,1.3305
"eggs, flour",ketchup,0.0737,0.4941,1.3305
"toilet paper, mixes",ketchup,0.0737,0.4941,1.3305
"toilet paper, sugar",poultry,0.0852,0.5607,1.3305
"bagels, juice",sandwich loaves,0.0755,0.4649,1.3304
"poultry, eggs",dinner rolls,0.0913,0.5174,1.3303
"sandwich bags, spaghetti sauce",ketchup,0.0729,0.494,1.3303
"laundry detergent, flour",ketchup,0.072,0.494,1.3301
"fruits, lunch meat",dishwashing liquid/detergent,0.0843,0.5161,1.33
"sandwich bags, yogurt",tortillas,0.0764,0.4915,1.3298
"aluminum foil, flour",yogurt,0.079,0.5114,1.3298
"flour, juice",toilet paper,0.0694,0.5032,1.3298
"beef, mixes",pork,0.0685,0.4727,1.3295
"paper towels, tortillas",bagels,0.0729,0.5123,1.3293
"aluminum foil, hand soap",pasta,0.0685,0.4937,1.3293
"hand soap, individual meals",pasta,0.0685,0.4937,1.3293
"soap, bagels",eggs,0.0755,0.5181,1.329
"soda, ketchup",sandwich bags,0.0773,0.4889,1.329
"toilet paper, dinner rolls",sugar,0.072,0.4795,1.3289
"milk, juice",toilet paper,0.0773,0.5029,1.3289
"soap, hand soap",ketchup,0.0667,0.4935,1.3289
"beef, juice",toilet paper,0.0781,0.5028,1.3288
"paper towels, hand soap",pasta,0.0658,0.4934,1.3286
"dishwashing liquid/detergent, individual meals",lunch meat,0.0834,0.5249,1.3285
"hand soap, pork",ketchup,0.0641,0.4932,1.3281
"paper towels, ketchup",sandwich bags,0.0746,0.4885,1.3279
"pasta, lunch meat",paper towels,0.0685,0.4815,1.3279
"milk, poultry",laundry detergent,0.0896,0.5025,1.3279
"fruits, mixes",bagels,0.0764,0.5118,1.3278
"paper towels, ice cream",juice,0.0852,0.5,1.3275
"spaghetti sauce, pork",juice,0.0711,0.5,1.3275
"toilet paper, ice cream",juice,0.0799,0.5,1.3275
"spaghetti sauce, dinner rolls",juice,0.086,0.5,1.3275
"bagels, shampoo",juice,0.079,0.5,1.3275
"toilet paper, ketchup",juice,0.0781,0.5,1.3275
"milk, pasta",eggs,0.0781,0.5174,1.3274
"waffles, poultry",sugar,0.0799,0.4789,1.3273
"laundry detergent, sandwich loaves",soap,0.065,0.5034,1.3273
"fruits, mixes",sandwich bags,0.0729,0.4882,1.3272
"sandwich bags, beef",pork,0.0737,0.4719,1.3272
"milk, ketchup",pork,0.0737,0.4719,1.3272
"ice cream, individual meals",lunch meat,0.0852,0.5243,1.3271
"fruits, milk",dishwashing liquid/detergent,0.0755,0.515,1.327
"pasta, mixes",dishwashing liquid/detergent,0.0755,0.515,1.327
"shampoo, juice",yogurt,0.0869,0.5103,1.327
"sugar, ketchup",flour,0.065,0.4684,1.327
"fruits, pasta",cheeses,0.0746,0.5183,1.3266
"toilet paper, fruits",paper towels,0.0667,0.481,1.3266
"cereals, mixes",aluminum foil,0.0887,0.5101,1.3265
"milk, beef",paper towels,0.0773,0.4809,1.3262
"sandwich bags, fruits",beef,0.0764,0.4971,1.3261
"spaghetti sauce, individual meals",bagels,0.0808,0.5111,1.3261
"pasta, flour",coffee/tea,0.0746,0.503,1.3261
"cheeses, soda",spaghetti sauce,0.0834,0.4948,1.326
"ice cream, juice",spaghetti sauce,0.0825,0.4947,1.3259
"beef, individual meals",lunch meat,0.0773,0.5238,1.3258
"toilet paper, all- purpose",soap,0.0773,0.5029,1.3258
"laundry detergent, dinner rolls",spaghetti sauce,0.0817,0.4947,1.3257
"sandwich bags, spaghetti sauce",cheeses,0.0764,0.5179,1.3255
"fruits, tortillas",beef,0.0702,0.4969,1.3254
"laundry detergent, all- purpose",soap,0.0817,0.5027,1.3254
"ice cream, dinner rolls",sugar,0.0773,0.4783,1.3254
"bagels, flour",aluminum foil,0.0694,0.5097,1.3254
"waffles, spaghetti sauce",soap,0.0825,0.5027,1.3253
"lunch meat, mixes",dishwashing liquid/detergent,0.079,0.5143,1.3253
"cheeses, dishwashing liquid/detergent",flour,0.0764,0.4677,1.3253
"soap, waffles",soda,0.0896,0.5178,1.3252
"fruits, juice",beef,0.0676,0.4968,1.3251
"aluminum foil, all- purpose",paper towels,0.0755,0.4804,1.325
"milk, dinner rolls",spaghetti sauce,0.0773,0.4944,1.3249
"cheeses, pasta",eggs,0.0825,0.5165,1.3249
"bagels, dinner rolls",dishwashing liquid/detergent,0.0799,0.5141,1.3249
"yogurt, coffee/tea",cereals,0.0843,0.5246,1.3249
"paper towels, sandwich loaves",aluminum foil,0.0711,0.5094,1.3248
"ice cream, mixes",sandwich loaves,0.0711,0.4629,1.3246
"sugar, spaghetti sauce",dinner rolls,0.0746,0.5152,1.3245
"milk, bagels",eggs,0.0834,0.5163,1.3245
"poultry, pasta",eggs,0.0834,0.5163,1.3245
"beef, coffee/tea",fruits,0.0694,0.4907,1.3244
"poultry, eggs",soda,0.0913,0.5174,1.3243
"cereals, sandwich loaves",spaghetti sauce,0.0737,0.4941,1.3242
"shampoo, flour",yogurt,0.0729,0.5092,1.3242
"waffles, milk",yogurt,0.0729,0.5092,1.3242
"soda, lunch meat",waffles,0.0834,0.522,1.3241
"shampoo, lunch meat",waffles,0.0834,0.522,1.3241
"coffee/tea, dinner rolls",poultry,0.0887,0.558,1.3241
"fruits, aluminum foil",ice cream,0.0834,0.5278,1.3241
"tortillas, eggs",pasta,0.0781,0.4917,1.324
"paper towels, dishwashing liquid/detergent",pasta,0.0781,0.4917,1.324
"poultry, laundry detergent",mixes,0.0869,0.4975,1.3239
"bagels, sandwich loaves",aluminum foil,0.0737,0.5091,1.3239
"beef, mixes",aluminum foil,0.0737,0.5091,1.3239
"dishwashing liquid/detergent, coffee/tea",paper towels,0.0737,0.48,1.3238
"eggs, aluminum foil",pasta,0.0773,0.4916,1.3238
"yogurt, flour",pasta,0.0773,0.4916,1.3238
"soap, aluminum foil",ketchup,0.0773,0.4916,1.3238
"sandwich bags, juice",yogurt,0.0746,0.509,1.3236
"toilet paper, lunch meat",individual meals,0.0817,0.4973,1.3235
"soap, sugar",soda,0.0799,0.517,1.3234
"paper towels, aluminum foil",ice cream,0.0843,0.5275,1.3233
"cereals, shampoo",mixes,0.079,0.4972,1.3233
"cereals, tortillas",mixes,0.079,0.4972,1.3233
"hand soap, dinner rolls",pasta,0.0755,0.4914,1.3233
"toilet paper, spaghetti sauce",paper towels,0.0729,0.4798,1.3231
"soda, hand soap",spaghetti sauce,0.0685,0.4937,1.323
"coffee/tea, flour",pasta,0.0746,0.4913,1.323
"sandwich bags, ice cream",cheeses,0.0808,0.5169,1.3229
"milk, laundry detergent",cereals,0.0869,0.5238,1.3229
"paper towels, yogurt",milk,0.0764,0.5029,1.3228
"yogurt, sandwich loaves",poultry,0.0852,0.5575,1.3228
"coffee/tea, flour",yogurt,0.0773,0.5087,1.3228
"cheeses, soda",eggs,0.0869,0.5156,1.3227
"aluminum foil, pork",mixes,0.0729,0.497,1.3226
"dishwashing liquid/detergent, beef",milk,0.079,0.5028,1.3226
"paper towels, eggs",dishwashing liquid/detergent,0.0852,0.5132,1.3225
